Column1,ZCTA5,STATE,COUNTY,Column2,Column3
42016,94505,6,1,Alameda,Alameda - 94505
42017,94505,6,13,Contra Costa,Contra Costa - 94505
42018,94506,6,13,Contra Costa,Contra Costa - 94506
42019,94507,6,13,Contra Costa,Contra Costa - 94507
42020,94508,6,55,Napa,Napa - 94508
42021,94509,6,13,Contra Costa,Contra Costa - 94509
42022,94510,6,95,Solano,Solano - 94510
42023,94511,6,13,Contra Costa,Contra Costa - 94511
42024,94512,6,95,Solano,Solano - 94512
42025,94513,6,13,Contra Costa,Contra Costa - 94513
42026,94514,6,1,Alameda,Alameda - 94514
42027,94514,6,13,Contra Costa,Contra Costa - 94514
42028,94515,6,55,Napa,Napa - 94515
42029,94515,6,97,Sonoma,Sonoma - 94515
42030,94516,6,13,Contra Costa,Contra Costa - 94516
42031,94517,6,13,Contra Costa,Contra Costa - 94517
42032,94518,6,13,Contra Costa,Contra Costa - 94518
42033,94519,6,13,Contra Costa,Contra Costa - 94519
42034,94520,6,13,Contra Costa,Contra Costa - 94520
42035,94521,6,13,Contra Costa,Contra Costa - 94521
42036,94523,6,13,Contra Costa,Contra Costa - 94523
42037,94525,6,13,Contra Costa,Contra Costa - 94525
42038,94526,6,13,Contra Costa,Contra Costa - 94526
42039,94528,6,13,Contra Costa,Contra Costa - 94528
42040,94530,6,13,Contra Costa,Contra Costa - 94530
42041,94531,6,13,Contra Costa,Contra Costa - 94531
42042,94533,6,95,Solano,Solano - 94533
42043,94534,6,95,Solano,Solano - 94534
42044,94535,6,95,Solano,Solano - 94535
42045,94536,6,1,Alameda,Alameda - 94536
42046,94538,6,1,Alameda,Alameda - 94538
42047,94539,6,1,Alameda,Alameda - 94539
42048,94541,6,1,Alameda,Alameda - 94541
42049,94542,6,1,Alameda,Alameda - 94542
42050,94544,6,1,Alameda,Alameda - 94544
42051,94545,6,1,Alameda,Alameda - 94545
42052,94546,6,1,Alameda,Alameda - 94546
42053,94547,6,13,Contra Costa,Contra Costa - 94547
42054,94548,6,13,Contra Costa,Contra Costa - 94548
42055,94549,6,13,Contra Costa,Contra Costa - 94549
42056,94550,6,1,Alameda,Alameda - 94550
42057,94550,6,85,Santa Clara,Santa Clara - 94550
42058,94551,6,1,Alameda,Alameda - 94551
42059,94551,6,13,Contra Costa,Contra Costa - 94551
42060,94552,6,1,Alameda,Alameda - 94552
42061,94553,6,13,Contra Costa,Contra Costa - 94553
42062,94555,6,1,Alameda,Alameda - 94555
42063,94556,6,13,Contra Costa,Contra Costa - 94556
42064,94558,6,55,Napa,Napa - 94558
42065,94559,6,55,Napa,Napa - 94559
42066,94560,6,1,Alameda,Alameda - 94560
42067,94561,6,13,Contra Costa,Contra Costa - 94561
42068,94563,6,13,Contra Costa,Contra Costa - 94563
42069,94564,6,13,Contra Costa,Contra Costa - 94564
42070,94565,6,13,Contra Costa,Contra Costa - 94565
42071,94566,6,1,Alameda,Alameda - 94566
42072,94567,6,55,Napa,Napa - 94567
42073,94568,6,1,Alameda,Alameda - 94568
42074,94569,6,13,Contra Costa,Contra Costa - 94569
42075,94571,6,67,Sacramento,Sacramento - 94571
42076,94571,6,95,Solano,Solano - 94571
42077,94572,6,13,Contra Costa,Contra Costa - 94572
42078,94573,6,55,Napa,Napa - 94573
42079,94574,6,55,Napa,Napa - 94574
42080,94575,6,13,Contra Costa,Contra Costa - 94575
42081,94576,6,55,Napa,Napa - 94576
42082,94577,6,1,Alameda,Alameda - 94577
42083,94578,6,1,Alameda,Alameda - 94578
42084,94579,6,1,Alameda,Alameda - 94579
42085,94580,6,1,Alameda,Alameda - 94580
42086,94582,6,13,Contra Costa,Contra Costa - 94582
42087,94583,6,13,Contra Costa,Contra Costa - 94583
42088,94585,6,95,Solano,Solano - 94585
42089,94586,6,1,Alameda,Alameda - 94586
42090,94587,6,1,Alameda,Alameda - 94587
42091,94588,6,1,Alameda,Alameda - 94588
42092,94588,6,13,Contra Costa,Contra Costa - 94588
42093,94589,6,55,Napa,Napa - 94589
42094,94589,6,95,Solano,Solano - 94589
42095,94590,6,95,Solano,Solano - 94590
42096,94591,6,95,Solano,Solano - 94591
42097,94592,6,95,Solano,Solano - 94592
42098,94595,6,13,Contra Costa,Contra Costa - 94595
42099,94596,6,13,Contra Costa,Contra Costa - 94596
42100,94597,6,13,Contra Costa,Contra Costa - 94597
42101,94598,6,13,Contra Costa,Contra Costa - 94598
42102,94599,6,55,Napa,Napa - 94599
42103,94601,6,1,Alameda,Alameda - 94601
42104,94602,6,1,Alameda,Alameda - 94602
42105,94603,6,1,Alameda,Alameda - 94603
42106,94605,6,1,Alameda,Alameda - 94605
42107,94606,6,1,Alameda,Alameda - 94606
42108,94607,6,1,Alameda,Alameda - 94607
42109,94608,6,1,Alameda,Alameda - 94608
42110,94609,6,1,Alameda,Alameda - 94609
42111,94610,6,1,Alameda,Alameda - 94610
42112,94611,6,1,Alameda,Alameda - 94611
42113,94611,6,13,Contra Costa,Contra Costa - 94611
42114,94612,6,1,Alameda,Alameda - 94612
42115,94613,6,1,Alameda,Alameda - 94613
42116,94618,6,1,Alameda,Alameda - 94618
42117,94619,6,1,Alameda,Alameda - 94619
42118,94621,6,1,Alameda,Alameda - 94621
42119,94702,6,1,Alameda,Alameda - 94702
42120,94703,6,1,Alameda,Alameda - 94703
42121,94704,6,1,Alameda,Alameda - 94704
42122,94705,6,1,Alameda,Alameda - 94705
42123,94706,6,1,Alameda,Alameda - 94706
42124,94706,6,13,Contra Costa,Contra Costa - 94706
42125,94707,6,1,Alameda,Alameda - 94707
42126,94707,6,13,Contra Costa,Contra Costa - 94707
42127,94708,6,1,Alameda,Alameda - 94708
42128,94708,6,13,Contra Costa,Contra Costa - 94708
42129,94709,6,1,Alameda,Alameda - 94709
42130,94710,6,1,Alameda,Alameda - 94710
42131,94720,6,1,Alameda,Alameda - 94720
42132,94801,6,13,Contra Costa,Contra Costa - 94801
42133,94803,6,13,Contra Costa,Contra Costa - 94803
42134,94804,6,13,Contra Costa,Contra Costa - 94804
42135,94805,6,13,Contra Costa,Contra Costa - 94805
42136,94806,6,13,Contra Costa,Contra Costa - 94806
42137,94850,6,13,Contra Costa,Contra Costa - 94850
42138,94901,6,41,Marin,Marin - 94901
42139,94903,6,41,Marin,Marin - 94903
42140,94904,6,41,Marin,Marin - 94904
42141,94920,6,41,Marin,Marin - 94920
42142,94922,6,97,Sonoma,Sonoma - 94922
42143,94923,6,97,Sonoma,Sonoma - 94923
42144,94924,6,41,Marin,Marin - 94924
42145,94925,6,41,Marin,Marin - 94925
42146,94928,6,97,Sonoma,Sonoma - 94928
42147,94929,6,41,Marin,Marin - 94929
42148,94930,6,41,Marin,Marin - 94930
42149,94931,6,97,Sonoma,Sonoma - 94931
42150,94933,6,41,Marin,Marin - 94933
42151,94937,6,41,Marin,Marin - 94937
42152,94938,6,41,Marin,Marin - 94938
42153,94939,6,41,Marin,Marin - 94939
42154,94940,6,41,Marin,Marin - 94940
42155,94941,6,41,Marin,Marin - 94941
42156,94945,6,41,Marin,Marin - 94945
42157,94946,6,41,Marin,Marin - 94946
42158,94947,6,41,Marin,Marin - 94947
42159,94949,6,41,Marin,Marin - 94949
42160,94950,6,41,Marin,Marin - 94950
42161,94951,6,97,Sonoma,Sonoma - 94951
42162,94952,6,41,Marin,Marin - 94952
42163,94952,6,97,Sonoma,Sonoma - 94952
42164,94954,6,97,Sonoma,Sonoma - 94954
42165,94956,6,41,Marin,Marin - 94956
42166,94957,6,41,Marin,Marin - 94957
42167,94960,6,41,Marin,Marin - 94960
42168,94963,6,41,Marin,Marin - 94963
42169,94964,6,41,Marin,Marin - 94964
42170,94965,6,41,Marin,Marin - 94965
42171,94970,6,41,Marin,Marin - 94970
42172,94971,6,41,Marin,Marin - 94971
42173,94972,6,41,Marin,Marin - 94972
42174,94973,6,41,Marin,Marin - 94973
42175,95002,6,85,Santa Clara,Santa Clara - 95002
42176,95003,6,87,Santa Cruz,Santa Cruz - 95003
42177,95004,6,53,Monterey,Monterey - 95004
42178,95004,6,69,San Benito,San Benito - 95004
42179,95005,6,87,Santa Cruz,Santa Cruz - 95005
42180,95006,6,87,Santa Cruz,Santa Cruz - 95006
42181,95007,6,87,Santa Cruz,Santa Cruz - 95007
42182,95008,6,85,Santa Clara,Santa Clara - 95008
42183,95010,6,87,Santa Cruz,Santa Cruz - 95010
42184,95012,6,53,Monterey,Monterey - 95012
42185,95013,6,85,Santa Clara,Santa Clara - 95013
42186,95014,6,85,Santa Clara,Santa Clara - 95014
42187,95017,6,87,Santa Cruz,Santa Cruz - 95017
42188,95018,6,87,Santa Cruz,Santa Cruz - 95018
42189,95019,6,87,Santa Cruz,Santa Cruz - 95019
42190,95020,6,85,Santa Clara,Santa Clara - 95020
42191,95023,6,69,San Benito,San Benito - 95023
42192,95023,6,85,Santa Clara,Santa Clara - 95023
42193,95030,6,85,Santa Clara,Santa Clara - 95030
42194,95032,6,85,Santa Clara,Santa Clara - 95032
42195,95033,6,85,Santa Clara,Santa Clara - 95033
42196,95033,6,87,Santa Cruz,Santa Cruz - 95033
42197,95035,6,85,Santa Clara,Santa Clara - 95035
42198,95037,6,85,Santa Clara,Santa Clara - 95037
42199,95039,6,53,Monterey,Monterey - 95039
42200,95041,6,87,Santa Cruz,Santa Cruz - 95041
42201,95043,6,69,San Benito,San Benito - 95043
42202,95045,6,69,San Benito,San Benito - 95045
42203,95046,6,85,Santa Clara,Santa Clara - 95046
42204,95050,6,85,Santa Clara,Santa Clara - 95050
42205,95051,6,85,Santa Clara,Santa Clara - 95051
42206,95053,6,85,Santa Clara,Santa Clara - 95053
42207,95054,6,85,Santa Clara,Santa Clara - 95054
42208,95060,6,87,Santa Cruz,Santa Cruz - 95060
42209,95062,6,87,Santa Cruz,Santa Cruz - 95062
42210,95064,6,87,Santa Cruz,Santa Cruz - 95064
42211,95065,6,87,Santa Cruz,Santa Cruz - 95065
42212,95066,6,87,Santa Cruz,Santa Cruz - 95066
42213,95070,6,85,Santa Clara,Santa Clara - 95070
42214,95073,6,87,Santa Cruz,Santa Cruz - 95073
42215,95075,6,69,San Benito,San Benito - 95075
42216,95076,6,53,Monterey,Monterey - 95076
42217,95076,6,85,Santa Clara,Santa Clara - 95076
42218,95076,6,87,Santa Cruz,Santa Cruz - 95076
42219,95110,6,85,Santa Clara,Santa Clara - 95110
42220,95111,6,85,Santa Clara,Santa Clara - 95111
42221,95112,6,85,Santa Clara,Santa Clara - 95112
42222,95113,6,85,Santa Clara,Santa Clara - 95113
42223,95116,6,85,Santa Clara,Santa Clara - 95116
42224,95117,6,85,Santa Clara,Santa Clara - 95117
42225,95118,6,85,Santa Clara,Santa Clara - 95118
42226,95119,6,85,Santa Clara,Santa Clara - 95119
42227,95120,6,85,Santa Clara,Santa Clara - 95120
42228,95121,6,85,Santa Clara,Santa Clara - 95121
42229,95122,6,85,Santa Clara,Santa Clara - 95122
42230,95123,6,85,Santa Clara,Santa Clara - 95123
42231,95124,6,85,Santa Clara,Santa Clara - 95124
42232,95125,6,85,Santa Clara,Santa Clara - 95125
42233,95126,6,85,Santa Clara,Santa Clara - 95126
42234,95127,6,85,Santa Clara,Santa Clara - 95127
42235,95128,6,85,Santa Clara,Santa Clara - 95128
42236,95129,6,85,Santa Clara,Santa Clara - 95129
42237,95130,6,85,Santa Clara,Santa Clara - 95130
42238,95131,6,85,Santa Clara,Santa Clara - 95131
42239,95132,6,85,Santa Clara,Santa Clara - 95132
42240,95133,6,85,Santa Clara,Santa Clara - 95133
42241,95134,6,85,Santa Clara,Santa Clara - 95134
42242,95135,6,85,Santa Clara,Santa Clara - 95135
42243,95136,6,85,Santa Clara,Santa Clara - 95136
42244,95138,6,85,Santa Clara,Santa Clara - 95138
42245,95139,6,85,Santa Clara,Santa Clara - 95139
42246,95140,6,85,Santa Clara,Santa Clara - 95140
42247,95148,6,85,Santa Clara,Santa Clara - 95148
42248,95202,6,77,San Joaquin,San Joaquin - 95202
42249,95203,6,77,San Joaquin,San Joaquin - 95203
42250,95204,6,77,San Joaquin,San Joaquin - 95204
42251,95205,6,77,San Joaquin,San Joaquin - 95205
42252,95206,6,77,San Joaquin,San Joaquin - 95206
42253,95207,6,77,San Joaquin,San Joaquin - 95207
42254,95209,6,77,San Joaquin,San Joaquin - 95209
42255,95210,6,77,San Joaquin,San Joaquin - 95210
42256,95211,6,77,San Joaquin,San Joaquin - 95211
42257,95212,6,77,San Joaquin,San Joaquin - 95212
42258,95215,6,77,San Joaquin,San Joaquin - 95215
42259,95219,6,13,Contra Costa,Contra Costa - 95219
42260,95219,6,77,San Joaquin,San Joaquin - 95219
42261,95220,6,77,San Joaquin,San Joaquin - 95220
42262,95222,6,9,Calaveras,Calaveras - 95222
42263,95223,6,3,Alpine,Alpine - 95223
42264,95223,6,9,Calaveras,Calaveras - 95223
42265,95223,6,109,Tuolumne,Tuolumne - 95223
42266,95224,6,9,Calaveras,Calaveras - 95224
42267,95225,6,9,Calaveras,Calaveras - 95225
42268,95226,6,9,Calaveras,Calaveras - 95226
42269,95227,6,77,San Joaquin,San Joaquin - 95227
42270,95228,6,9,Calaveras,Calaveras - 95228
42271,95230,6,9,Calaveras,Calaveras - 95230
42272,95230,6,77,San Joaquin,San Joaquin - 95230
42273,95230,6,99,Stanislaus,Stanislaus - 95230
42274,95231,6,77,San Joaquin,San Joaquin - 95231
42275,95232,6,9,Calaveras,Calaveras - 95232
42276,95233,6,9,Calaveras,Calaveras - 95233
42277,95234,6,77,San Joaquin,San Joaquin - 95234
42278,95236,6,77,San Joaquin,San Joaquin - 95236
42279,95237,6,77,San Joaquin,San Joaquin - 95237
42280,95240,6,77,San Joaquin,San Joaquin - 95240
42281,95242,6,77,San Joaquin,San Joaquin - 95242
42282,95245,6,9,Calaveras,Calaveras - 95245
42283,95246,6,9,Calaveras,Calaveras - 95246
42284,95247,6,9,Calaveras,Calaveras - 95247
42285,95248,6,9,Calaveras,Calaveras - 95248
42286,95249,6,9,Calaveras,Calaveras - 95249
42287,95250,6,9,Calaveras,Calaveras - 95250
42288,95251,6,9,Calaveras,Calaveras - 95251
42289,95252,6,9,Calaveras,Calaveras - 95252
42290,95254,6,9,Calaveras,Calaveras - 95254
42291,95255,6,9,Calaveras,Calaveras - 95255
42292,95257,6,9,Calaveras,Calaveras - 95257
42293,95258,6,77,San Joaquin,San Joaquin - 95258
42294,95301,6,47,Merced,Merced - 95301
42295,95303,6,47,Merced,Merced - 95303
42296,95304,6,77,San Joaquin,San Joaquin - 95304
42297,95305,6,109,Tuolumne,Tuolumne - 95305
42298,95306,6,43,Mariposa,Mariposa - 95306
42299,95307,6,99,Stanislaus,Stanislaus - 95307
42300,95310,6,109,Tuolumne,Tuolumne - 95310
42301,95311,6,43,Mariposa,Mariposa - 95311
42302,95311,6,109,Tuolumne,Tuolumne - 95311
42303,95312,6,47,Merced,Merced - 95312
42304,95313,6,99,Stanislaus,Stanislaus - 95313
42305,95314,6,109,Tuolumne,Tuolumne - 95314
42306,95315,6,47,Merced,Merced - 95315
42307,95316,6,99,Stanislaus,Stanislaus - 95316
42308,95317,6,47,Merced,Merced - 95317
42309,95318,6,43,Mariposa,Mariposa - 95318
42310,95319,6,99,Stanislaus,Stanislaus - 95319
42311,95320,6,77,San Joaquin,San Joaquin - 95320
42312,95321,6,43,Mariposa,Mariposa - 95321
42313,95321,6,109,Tuolumne,Tuolumne - 95321
42314,95322,6,47,Merced,Merced - 95322
42315,95323,6,99,Stanislaus,Stanislaus - 95323
42316,95324,6,47,Merced,Merced - 95324
42317,95325,6,43,Mariposa,Mariposa - 95325
42318,95326,6,99,Stanislaus,Stanislaus - 95326
42319,95327,6,109,Tuolumne,Tuolumne - 95327
42320,95328,6,99,Stanislaus,Stanislaus - 95328
42321,95329,6,43,Mariposa,Mariposa - 95329
42322,95329,6,99,Stanislaus,Stanislaus - 95329
42323,95329,6,109,Tuolumne,Tuolumne - 95329
42324,95330,6,77,San Joaquin,San Joaquin - 95330
42325,95333,6,47,Merced,Merced - 95333
42326,95334,6,47,Merced,Merced - 95334
42327,95335,6,109,Tuolumne,Tuolumne - 95335
42328,95336,6,77,San Joaquin,San Joaquin - 95336
42329,95337,6,77,San Joaquin,San Joaquin - 95337
42330,95338,6,43,Mariposa,Mariposa - 95338
42331,95340,6,47,Merced,Merced - 95340
42332,95341,6,47,Merced,Merced - 95341
42333,95345,6,43,Mariposa,Mariposa - 95345
42334,95346,6,109,Tuolumne,Tuolumne - 95346
42335,95348,6,47,Merced,Merced - 95348
42336,95350,6,99,Stanislaus,Stanislaus - 95350
42337,95351,6,99,Stanislaus,Stanislaus - 95351
42338,95354,6,99,Stanislaus,Stanislaus - 95354
42339,95355,6,99,Stanislaus,Stanislaus - 95355
42340,95356,6,99,Stanislaus,Stanislaus - 95356
42341,95357,6,99,Stanislaus,Stanislaus - 95357
42342,95358,6,99,Stanislaus,Stanislaus - 95358
42343,95360,6,47,Merced,Merced - 95360
42344,95360,6,99,Stanislaus,Stanislaus - 95360
42345,95361,6,77,San Joaquin,San Joaquin - 95361
42346,95361,6,99,Stanislaus,Stanislaus - 95361
42347,95363,6,99,Stanislaus,Stanislaus - 95363
42348,95364,6,109,Tuolumne,Tuolumne - 95364
42349,95365,6,47,Merced,Merced - 95365
42350,95366,6,77,San Joaquin,San Joaquin - 95366
42351,95367,6,99,Stanislaus,Stanislaus - 95367
42352,95368,6,99,Stanislaus,Stanislaus - 95368
42353,95369,6,43,Mariposa,Mariposa - 95369
42354,95369,6,47,Merced,Merced - 95369
42355,95370,6,109,Tuolumne,Tuolumne - 95370
42356,95372,6,109,Tuolumne,Tuolumne - 95372
42357,95374,6,47,Merced,Merced - 95374
42358,95375,6,109,Tuolumne,Tuolumne - 95375
42359,95376,6,77,San Joaquin,San Joaquin - 95376
42360,95377,6,1,Alameda,Alameda - 95377
42361,95377,6,77,San Joaquin,San Joaquin - 95377
42362,95379,6,109,Tuolumne,Tuolumne - 95379
42363,95380,6,47,Merced,Merced - 95380
42364,95380,6,99,Stanislaus,Stanislaus - 95380
42365,95382,6,99,Stanislaus,Stanislaus - 95382
42366,95383,6,109,Tuolumne,Tuolumne - 95383
42367,95385,6,77,San Joaquin,San Joaquin - 95385
42368,95385,6,99,Stanislaus,Stanislaus - 95385
42369,95386,6,99,Stanislaus,Stanislaus - 95386
42370,95387,6,99,Stanislaus,Stanislaus - 95387
42371,95388,6,47,Merced,Merced - 95388
42372,95389,6,43,Mariposa,Mariposa - 95389
42373,95389,6,109,Tuolumne,Tuolumne - 95389
42374,95391,6,1,Alameda,Alameda - 95391
42375,95391,6,77,San Joaquin,San Joaquin - 95391
42376,95401,6,97,Sonoma,Sonoma - 95401
42377,95403,6,97,Sonoma,Sonoma - 95403
42378,95404,6,97,Sonoma,Sonoma - 95404
42379,95405,6,97,Sonoma,Sonoma - 95405
42380,95407,6,97,Sonoma,Sonoma - 95407
42381,95409,6,97,Sonoma,Sonoma - 95409
42382,95410,6,45,Mendocino,Mendocino - 95410
42383,95412,6,97,Sonoma,Sonoma - 95412
42384,95415,6,45,Mendocino,Mendocino - 95415
42385,95417,6,45,Mendocino,Mendocino - 95417
42386,95420,6,45,Mendocino,Mendocino - 95420
42387,95421,6,97,Sonoma,Sonoma - 95421
42388,95422,6,33,Lake,Lake - 95422
42389,95423,6,33,Lake,Lake - 95423
42390,95425,6,45,Mendocino,Mendocino - 95425
42391,95425,6,97,Sonoma,Sonoma - 95425
42392,95426,6,33,Lake,Lake - 95426
42393,95427,6,45,Mendocino,Mendocino - 95427
42394,95428,6,45,Mendocino,Mendocino - 95428
42395,95429,6,45,Mendocino,Mendocino - 95429
42396,95430,6,97,Sonoma,Sonoma - 95430
42397,95431,6,97,Sonoma,Sonoma - 95431
42398,95432,6,45,Mendocino,Mendocino - 95432
42399,95435,6,33,Lake,Lake - 95435
42400,95436,6,97,Sonoma,Sonoma - 95436
42401,95437,6,45,Mendocino,Mendocino - 95437
42402,95439,6,97,Sonoma,Sonoma - 95439
42403,95441,6,97,Sonoma,Sonoma - 95441
42404,95442,6,97,Sonoma,Sonoma - 95442
42405,95443,6,33,Lake,Lake - 95443
42406,95444,6,97,Sonoma,Sonoma - 95444
42407,95445,6,45,Mendocino,Mendocino - 95445
42408,95446,6,97,Sonoma,Sonoma - 95446
42409,95448,6,97,Sonoma,Sonoma - 95448
42410,95449,6,45,Mendocino,Mendocino - 95449
42411,95450,6,97,Sonoma,Sonoma - 95450
42412,95451,6,33,Lake,Lake - 95451
42413,95452,6,97,Sonoma,Sonoma - 95452
42414,95453,6,33,Lake,Lake - 95453
42415,95454,6,45,Mendocino,Mendocino - 95454
42416,95456,6,45,Mendocino,Mendocino - 95456
42417,95457,6,33,Lake,Lake - 95457
42418,95458,6,33,Lake,Lake - 95458
42419,95459,6,45,Mendocino,Mendocino - 95459
42420,95460,6,45,Mendocino,Mendocino - 95460
42421,95461,6,33,Lake,Lake - 95461
42422,95462,6,97,Sonoma,Sonoma - 95462
42423,95463,6,45,Mendocino,Mendocino - 95463
42424,95464,6,33,Lake,Lake - 95464
42425,95465,6,97,Sonoma,Sonoma - 95465
42426,95466,6,45,Mendocino,Mendocino - 95466
42427,95467,6,33,Lake,Lake - 95467
42428,95468,6,45,Mendocino,Mendocino - 95468
42429,95469,6,33,Lake,Lake - 95469
42430,95469,6,45,Mendocino,Mendocino - 95469
42431,95470,6,45,Mendocino,Mendocino - 95470
42432,95471,6,97,Sonoma,Sonoma - 95471
42433,95472,6,97,Sonoma,Sonoma - 95472
42434,95476,6,97,Sonoma,Sonoma - 95476
42435,95482,6,45,Mendocino,Mendocino - 95482
42436,95485,6,33,Lake,Lake - 95485
42437,95486,6,97,Sonoma,Sonoma - 95486
42438,95488,6,45,Mendocino,Mendocino - 95488
42439,95490,6,45,Mendocino,Mendocino - 95490
42440,95492,6,97,Sonoma,Sonoma - 95492
42441,95493,6,33,Lake,Lake - 95493
42442,95494,6,45,Mendocino,Mendocino - 95494
42443,95497,6,97,Sonoma,Sonoma - 95497
42444,95501,6,23,Humboldt,Humboldt - 95501
42445,95503,6,23,Humboldt,Humboldt - 95503
42446,95511,6,23,Humboldt,Humboldt - 95511
42447,95514,6,23,Humboldt,Humboldt - 95514
42448,95519,6,23,Humboldt,Humboldt - 95519
42449,95521,6,23,Humboldt,Humboldt - 95521
42450,95524,6,23,Humboldt,Humboldt - 95524
42451,95525,6,23,Humboldt,Humboldt - 95525
42452,95526,6,23,Humboldt,Humboldt - 95526
42453,95527,6,105,Trinity,Trinity - 95527
42454,95528,6,23,Humboldt,Humboldt - 95528
42455,95531,6,15,Del Norte,Del Norte - 95531
42456,95536,6,23,Humboldt,Humboldt - 95536
42457,95537,6,23,Humboldt,Humboldt - 95537
42458,95540,6,23,Humboldt,Humboldt - 95540
42459,95542,6,23,Humboldt,Humboldt - 95542
42460,95543,6,15,Del Norte,Del Norte - 95543
42461,95545,6,23,Humboldt,Humboldt - 95545
42462,95546,6,23,Humboldt,Humboldt - 95546
42463,95547,6,23,Humboldt,Humboldt - 95547
42464,95548,6,15,Del Norte,Del Norte - 95548
42465,95549,6,23,Humboldt,Humboldt - 95549
42466,95550,6,23,Humboldt,Humboldt - 95550
42467,95551,6,23,Humboldt,Humboldt - 95551
42468,95552,6,105,Trinity,Trinity - 95552
42469,95553,6,23,Humboldt,Humboldt - 95553
42470,95554,6,23,Humboldt,Humboldt - 95554
42471,95555,6,23,Humboldt,Humboldt - 95555
42472,95556,6,23,Humboldt,Humboldt - 95556
42473,95558,6,23,Humboldt,Humboldt - 95558
42474,95559,6,23,Humboldt,Humboldt - 95559
42475,95560,6,23,Humboldt,Humboldt - 95560
42476,95562,6,23,Humboldt,Humboldt - 95562
42477,95563,6,105,Trinity,Trinity - 95563
42478,95564,6,23,Humboldt,Humboldt - 95564
42479,95565,6,23,Humboldt,Humboldt - 95565
42480,95567,6,15,Del Norte,Del Norte - 95567
42481,95568,6,93,Siskiyou,Siskiyou - 95568
42482,95569,6,23,Humboldt,Humboldt - 95569
42483,95570,6,23,Humboldt,Humboldt - 95570
42484,95571,6,23,Humboldt,Humboldt - 95571
42485,95573,6,23,Humboldt,Humboldt - 95573
42486,95585,6,45,Mendocino,Mendocino - 95585
42487,95587,6,45,Mendocino,Mendocino - 95587
42488,95589,6,23,Humboldt,Humboldt - 95589
42489,95589,6,45,Mendocino,Mendocino - 95589
42490,95595,6,105,Trinity,Trinity - 95595
42491,95601,6,5,Amador,Amador - 95601
42492,95602,6,57,Nevada,Nevada - 95602
42493,95602,6,61,Placer,Placer - 95602
42494,95603,6,61,Placer,Placer - 95603
42495,95604,6,61,Placer,Placer - 95604
42496,95605,6,113,Yolo,Yolo - 95605
42497,95606,6,113,Yolo,Yolo - 95606
42498,95607,6,113,Yolo,Yolo - 95607
42499,95608,6,67,Sacramento,Sacramento - 95608
42500,95610,6,67,Sacramento,Sacramento - 95610
42501,95612,6,95,Solano,Solano - 95612
42502,95612,6,113,Yolo,Yolo - 95612
42503,95614,6,17,El Dorado,El Dorado - 95614
42504,95615,6,67,Sacramento,Sacramento - 95615
42505,95615,6,113,Yolo,Yolo - 95615
42506,95616,6,113,Yolo,Yolo - 95616
42507,95618,6,95,Solano,Solano - 95618
42508,95618,6,113,Yolo,Yolo - 95618
42509,95619,6,17,El Dorado,El Dorado - 95619
42510,95620,6,95,Solano,Solano - 95620
42511,95620,6,113,Yolo,Yolo - 95620
42512,95621,6,67,Sacramento,Sacramento - 95621
42513,95623,6,17,El Dorado,El Dorado - 95623
42514,95624,6,67,Sacramento,Sacramento - 95624
42515,95625,6,95,Solano,Solano - 95625
42516,95626,6,61,Placer,Placer - 95626
42517,95626,6,67,Sacramento,Sacramento - 95626
42518,95626,6,101,Sutter,Sutter - 95626
42519,95627,6,113,Yolo,Yolo - 95627
42520,95628,6,67,Sacramento,Sacramento - 95628
42521,95629,6,5,Amador,Amador - 95629
42522,95629,6,17,El Dorado,El Dorado - 95629
42523,95630,6,67,Sacramento,Sacramento - 95630
42524,95631,6,61,Placer,Placer - 95631
42525,95632,6,67,Sacramento,Sacramento - 95632
42526,95632,6,77,San Joaquin,San Joaquin - 95632
42527,95633,6,17,El Dorado,El Dorado - 95633
42528,95634,6,17,El Dorado,El Dorado - 95634
42529,95635,6,17,El Dorado,El Dorado - 95635
42530,95636,6,17,El Dorado,El Dorado - 95636
42531,95637,6,113,Yolo,Yolo - 95637
42532,95638,6,67,Sacramento,Sacramento - 95638
42533,95639,6,67,Sacramento,Sacramento - 95639
42534,95640,6,5,Amador,Amador - 95640
42535,95641,6,67,Sacramento,Sacramento - 95641
42536,95641,6,77,San Joaquin,San Joaquin - 95641
42537,95642,6,5,Amador,Amador - 95642
42538,95645,6,11,Colusa,Colusa - 95645
42539,95645,6,101,Sutter,Sutter - 95645
42540,95645,6,113,Yolo,Yolo - 95645
42541,95646,6,3,Alpine,Alpine - 95646
42542,95646,6,5,Amador,Amador - 95646
42543,95648,6,61,Placer,Placer - 95648
42544,95650,6,61,Placer,Placer - 95650
42545,95651,6,17,El Dorado,El Dorado - 95651
42546,95652,6,67,Sacramento,Sacramento - 95652
42547,95653,6,113,Yolo,Yolo - 95653
42548,95655,6,67,Sacramento,Sacramento - 95655
42549,95658,6,61,Placer,Placer - 95658
42550,95659,6,101,Sutter,Sutter - 95659
42551,95660,6,67,Sacramento,Sacramento - 95660
42552,95661,6,61,Placer,Placer - 95661
42553,95662,6,67,Sacramento,Sacramento - 95662
42554,95663,6,61,Placer,Placer - 95663
42555,95664,6,17,El Dorado,El Dorado - 95664
42556,95665,6,5,Amador,Amador - 95665
42557,95666,6,5,Amador,Amador - 95666
42558,95667,6,17,El Dorado,El Dorado - 95667
